Date	Open	High	Low	Close	Adj Close	Volume
2017-04-17	35.369998931884766	35.470001220703125	35.217498779296875	35.45750045776367	33.326778411865234	66328400
2017-04-04	35.8125	36.22249984741211	35.79249954223633	36.192501068115234	34.017616271972656	79565600
2017-04-20	35.30500030517578	35.72999954223633	35.290000915527344	35.61000061035156	33.47012710571289	93278400
2017-04-25	35.977500915527344	36.224998474121094	35.967498779296875	36.13249969482422	33.961219787597656	75486000
2017-04-26	36.11750030517578	36.150001525878906	35.845001220703125	35.91999816894531	33.7614860534668	80164800
2017-04-27	35.97999954223633	36.040000915527344	35.82749938964844	35.9474983215332	33.78733825683594	56985200
2017-04-28	36.022499084472656	36.07500076293945	35.817501068115234	35.912498474121094	33.754432678222656	83441600
2017-05-12	38.67499923706055	39.10499954223633	38.66749954223633	39.025001525878906	36.831302642822266	130108000
2017-05-15	39.002498626708984	39.162498474121094	38.76250076293945	38.92499923706055	36.73692321777344	104038800
2017-06-06	38.474998474121094	38.95249938964844	38.44499969482422	38.61249923706055	36.441993713378906	106499600
2017-06-14	36.875	36.875	35.959999084472656	36.290000915527344	34.25004959106445	126124800
2017-06-30	36.11249923706055	36.2400016784668	35.94499969482422	36.005001068115234	33.98106002807617	92096400
2017-07-03	36.220001220703125	36.32500076293945	35.775001525878906	35.875	33.858375549316406	57111200
2017-07-10	36.02750015258789	36.48749923706055	35.842498779296875	36.26499938964844	34.2264518737793	84362400
2017-07-19	37.619998931884766	37.85499954223633	37.48749923706055	37.755001068115234	35.6326904296875	83692000
2017-07-24	37.64500045776367	38.11000061035156	37.474998474121094	38.022499084472656	35.885154724121094	85972800
2017-07-25	37.95000076293945	38.459999084472656	37.95000076293945	38.185001373291016	36.03852462768555	75415600
2017-08-02	39.81999969482422	39.9375	39.040000915527344	39.28499984741211	37.07667922973633	279747200
2017-08-03	39.26250076293945	39.3025016784668	38.755001068115234	38.89250183105469	36.70624923706055	108389200
2017-08-09	39.814998626708984	40.317501068115234	39.77750015258789	40.26499938964844	38.00160217285156	104526000
2017-08-21	39.375	39.47249984741211	38.77750015258789	39.3025016784668	37.23887252807617	105474000
2017-08-24	40.10749816894531	40.185001373291016	39.63750076293945	39.817501068115234	37.72682189941406	79275600
2017-08-25	39.912498474121094	40.13999938964844	39.817501068115234	39.96500015258789	37.866573333740234	101920400
2017-08-30	40.95000076293945	40.97249984741211	40.65250015258789	40.837501525878906	38.693275451660156	109078400
2017-09-06	40.6775016784668	40.747501373291016	40.130001068115234	40.477500915527344	38.35218048095703	86606800
2017-09-08	40.21500015258789	40.287498474121094	39.63249969482422	39.657501220703125	37.575225830078125	114446000
2017-09-15	39.61750030517578	40.24250030517578	39.5	39.970001220703125	37.87133026123047	196458400
2017-09-19	39.877498626708984	39.942501068115234	39.61000061035156	39.682498931884766	37.598915100097656	83242400
2017-09-21	38.95000076293945	38.95000076293945	38.1875	38.34749984741211	36.334007263183594	150046800
2017-10-03	38.502498626708984	38.772499084472656	38.477500915527344	38.619998931884766	36.592201232910156	64921200
2017-10-05	38.54499816894531	38.86000061035156	38.51250076293945	38.84749984741211	36.80775451660156	85135200
2017-10-24	39.0724983215332	39.35499954223633	39.04999923706055	39.275001525878906	37.21281433105469	71028800
2017-10-26	39.307498931884766	39.45750045776367	39.19499969482422	39.352500915527344	37.28623580932617	68002000
2017-10-27	39.8224983215332	40.900001525878906	39.67499923706055	40.76250076293945	38.6222038269043	177816800
2017-10-31	41.974998474121094	42.412498474121094	41.73500061035156	42.2599983215332	40.04108428955078	144187200
2017-11-02	41.650001525878906	42.125	41.31999969482422	42.02750015258789	39.82080078125	165573600
2017-11-10	43.77750015258789	43.845001220703125	43.567501068115234	43.66749954223633	41.52341079711914	100582000
2017-11-14	43.2599983215332	43.369998931884766	42.79499816894531	42.834999084472656	40.73179244995117	99130000
2017-11-16	42.79499816894531	42.967498779296875	42.57500076293945	42.775001525878906	40.674739837646484	94550000
2017-11-17	42.7599983215332	42.84749984741211	42.40999984741211	42.537498474121094	40.44889450073242	87598000
2017-11-29	43.157501220703125	43.22999954223633	41.790000915527344	42.369998931884766	40.289615631103516	166665600
2017-12-04	43.119998931884766	43.154998779296875	42.407501220703125	42.45000076293945	40.365692138671875	130169600
2017-12-07	42.25749969482422	42.61000061035156	42.227500915527344	42.33000183105469	40.2515869140625	102693200
2017-12-08	42.622501373291016	42.75	42.20500183105469	42.342498779296875	40.263465881347656	93420800
2017-12-11	42.29999923706055	43.22249984741211	42.1974983215332	43.16749954223633	41.04796600341797	141095200
2017-12-19	43.75749969482422	43.84749984741211	43.522499084472656	43.6349983215332	41.49250793457031	109745600
2018-01-03	43.13249969482422	43.63750076293945	42.9900016784668	43.057498931884766	40.9433708190918	118071600
2018-01-10	43.290000915527344	43.57500076293945	43.25	43.5724983215332	41.43307876586914	95839600
2018-01-18	44.842498779296875	45.025001525878906	44.5625	44.814998626708984	42.61457824707031	124773600
2018-02-01	41.79249954223633	42.154998779296875	41.689998626708984	41.94499969482422	39.8854866027832	188923200
2018-02-06	38.70750045776367	40.93000030517578	38.5	40.75749969482422	38.756290435791016	272975200
2018-02-07	40.772499084472656	40.849998474121094	39.76750183105469	39.8849983215332	37.92662811279297	206434400
2018-02-13	40.48749923706055	41.1875	40.412498474121094	41.084999084472656	39.22700119018555	130196800
2018-02-15	42.4474983215332	43.272499084472656	42.25	43.247501373291016	41.29170227050781	204588800
2018-02-22	42.95000076293945	43.48749923706055	42.9275016784668	43.125	41.17474365234375	123967600
2018-02-23	43.41749954223633	43.912498474121094	43.3849983215332	43.875	41.89082336425781	135249600
2018-03-01	44.6349983215332	44.94499969482422	43.165000915527344	43.75	41.771480560302734	195208000
2018-03-09	44.4900016784668	45.0	44.34749984741211	44.994998931884766	42.96017074584961	128740800
2018-03-15	44.625	45.060001373291016	44.51750183105469	44.662498474121094	42.64270782470703	90975200
2018-03-19	44.33000183105469	44.36750030517578	43.415000915527344	43.82500076293945	41.84309387207031	133787200
2018-03-22	42.5	43.16999816894531	42.150001525878906	42.212501525878906	40.30350875854492	165963200
2018-03-28	41.8125	42.505001068115234	41.29750061035156	41.619998931884766	39.73780822753906	166674000
2018-03-29	41.95249938964844	42.9375	41.724998474121094	41.94499969482422	40.0481071472168	153594000
2018-04-03	41.90999984741211	42.1875	41.220001220703125	42.09749984741211	40.19370651245117	121112000
2018-04-19	43.439998626708984	43.84749984741211	43.165000915527344	43.20000076293945	41.24634552001953	139235200
2018-05-02	43.807498931884766	44.4375	43.45000076293945	44.14250183105469	42.146236419677734	266157600
2017-04-13	35.477500915527344	35.595001220703125	35.26250076293945	35.26250076293945	33.14350128173828	71291600
2017-04-18	35.352500915527344	35.5099983215332	35.27750015258789	35.29999923706055	33.17874526977539	58790000
2017-04-19	35.470001220703125	35.5	35.11249923706055	35.16999816894531	33.05655288696289	69313600
2017-05-10	38.407501220703125	38.48500061035156	38.02750015258789	38.314998626708984	36.0125732421875	103222800
2017-05-19	38.345001220703125	38.494998931884766	38.157501220703125	38.26499938964844	36.11402130126953	107843200
2017-05-22	38.5	38.64500045776367	38.227500915527344	38.497501373291016	36.33346176147461	91865600
2017-05-23	38.724998474121094	38.724998474121094	38.32749938964844	38.45000076293945	36.28861999511719	79675600
2017-05-24	38.459999084472656	38.54249954223633	38.16749954223633	38.334999084472656	36.180091857910156	76712000
2017-05-25	38.432498931884766	38.587501525878906	38.25749969482422	38.467498779296875	36.30514907836914	76942400
2017-05-31	38.49250030517578	38.54249954223633	38.095001220703125	38.189998626708984	36.043243408203125	97804800
2017-06-12	36.435001373291016	36.522499084472656	35.627498626708984	36.35499954223633	34.311378479003906	289229200
2017-06-15	35.83000183105469	36.119998931884766	35.5525016784668	36.0724983215332	34.04476547241211	128661600
2017-06-20	36.717498779296875	36.717498779296875	36.23500061035156	36.252498626708984	34.21465301513672	99600400
2017-06-21	36.380001068115234	36.51750183105469	36.15250015258789	36.467498779296875	34.41756820678711	85063200
2017-07-06	35.755001068115234	35.875	35.602500915527344	35.682498931884766	33.67668914794922	96515200
2017-07-18	37.29999923706055	37.532501220703125	37.16749954223633	37.52000045776367	35.410892486572266	71475200
2017-07-20	37.875	37.935001373291016	37.54750061035156	37.584999084472656	35.47224044799805	68974800
2017-07-21	37.497501373291016	37.61000061035156	37.220001220703125	37.567501068115234	35.455745697021484	105010400
2017-08-07	39.26499938964844	39.72999954223633	39.16749954223633	39.70249938964844	37.47071075439453	87481200
2017-08-08	39.650001525878906	40.45750045776367	39.567501068115234	40.02000045776367	37.77036666870117	144823600
2017-08-10	39.974998474121094	40.0	38.657501220703125	38.83000183105469	36.79117965698242	163217200
2017-08-11	39.150001525878906	39.64250183105469	39.01750183105469	39.369998931884766	37.30282211303711	105028400
2017-08-15	40.165000915527344	40.54999923706055	40.03499984741211	40.400001525878906	38.27874755859375	117862000
2017-08-17	40.130001068115234	40.1775016784668	39.459999084472656	39.46500015258789	37.39283752441406	111762400
2017-08-18	39.46500015258789	39.875	39.18000030517578	39.375	37.30756759643555	109712400
2017-08-31	40.90999984741211	41.130001068115234	40.869998931884766	41.0	38.847232818603516	107140400
2017-09-01	41.20000076293945	41.23500061035156	40.907501220703125	41.01250076293945	38.85907745361328	66364400
2017-09-05	40.9375	41.0625	40.13999938964844	40.52000045776367	38.3924446105957	117874000
2017-09-07	40.522499084472656	40.560001373291016	40.09000015258789	40.314998626708984	38.19820785522461	87714000
2017-09-18	40.02750015258789	40.125	39.5	39.66749954223633	37.5847053527832	113077600
2017-09-22	37.8849983215332	38.067501068115234	37.63999938964844	37.97249984741211	35.978702545166016	186581600
2017-09-29	38.3025016784668	38.532501220703125	38.0	38.529998779296875	36.50692367553711	105199200
2017-10-06	38.74250030517578	38.872501373291016	38.63999938964844	38.82500076293945	36.786434173583984	69630400
2017-10-10	39.01499938964844	39.5	38.775001525878906	38.974998474121094	36.928565979003906	62468000
2017-10-11	38.99250030517578	39.244998931884766	38.9375	39.13750076293945	37.08253479003906	67622400
2017-10-12	39.087501525878906	39.342498779296875	38.932498931884766	39.0	36.952247619628906	64500400
2017-10-13	39.182498931884766	39.31999969482422	39.102500915527344	39.247501373291016	37.18675231933594	65576800
2017-10-18	40.10499954223633	40.1775016784668	39.900001525878906	39.939998626708984	37.842891693115234	65496800
2017-10-20	39.15250015258789	39.4375	38.9900016784668	39.0625	37.011470794677734	95896400
2017-10-30	40.97249984741211	42.01750183105469	40.93000030517578	41.68000030517578	39.49152374267578	178803200
2017-11-06	43.092498779296875	43.747501373291016	42.93000030517578	43.5625	41.27519607543945	140105200
2017-11-13	43.375	43.625	43.349998474121094	43.49250030517578	41.35700607299805	67928400
2017-11-15	42.49250030517578	42.58000183105469	42.095001220703125	42.27000045776367	40.19453048706055	116632400
2017-11-21	42.69499969482422	43.42499923706055	42.69499969482422	43.28499984741211	41.15969467163086	100525200
2017-12-01	42.48749923706055	42.91749954223633	42.125	42.76250076293945	40.662845611572266	159037200
2017-12-05	42.26499938964844	42.880001068115234	42.099998474121094	42.40999984741211	40.3276481628418	109400800
2017-12-14	43.099998474121094	43.282501220703125	42.912498474121094	43.05500030517578	40.94098663330078	81906000
2017-12-15	43.407501220703125	43.54249954223633	43.1150016784668	43.49250030517578	41.35700607299805	160677200
2017-12-18	43.720001220703125	44.29999923706055	43.71500015258789	44.10499954223633	41.93943405151367	117684400
2017-12-20	43.717498779296875	43.85499954223633	43.3125	43.587501525878906	41.447349548339844	93902400
2017-12-21	43.54249954223633	44.005001068115234	43.525001525878906	43.752498626708984	41.6042366027832	83799600
2017-12-27	42.525001525878906	42.69499969482422	42.4275016784668	42.650001525878906	40.555877685546875	85992800
2017-12-29	42.630001068115234	42.647499084472656	42.30500030517578	42.307498931884766	40.230186462402344	103999600
2018-01-02	42.540000915527344	43.07500076293945	42.314998626708984	43.064998626708984	40.950504302978516	102223600
2018-01-05	43.36000061035156	43.842498779296875	43.26250076293945	43.75	41.60186767578125	94640000
2018-01-11	43.647499084472656	43.872501373291016	43.622501373291016	43.81999969482422	41.66843032836914	74670800
2018-01-16	44.474998474121094	44.84749984741211	44.03499984741211	44.04750061035156	41.884761810302734	118263600
2018-01-22	44.32500076293945	44.44499969482422	44.150001525878906	44.25	42.07731246948242	108434400
2018-01-24	44.3125	44.32500076293945	43.29999923706055	43.55500030517578	41.416439056396484	204420400
2018-01-29	42.540000915527344	42.540000915527344	41.76750183105469	41.9900016784668	39.928279876708984	202561600
