Date	pe_ratio	market_cap	ps_ratio	usd_can	usd_gbp	usd_japan	usd_china	usd_euro	csi	usd_exports	industrial_production	gold	oil	cpi
2017-06-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	244.163
2017-12-27	18.5435	867851.7536	3.9084	1.2634	0.7448	113.2409	6.5553	0.8402	NaN	NaN	NaN	0.011703305393009789	NaN	NaN
2018-01-12	18.2004	899909.5756	3.8569	1.2519	0.7332	111.1313	6.461	0.8244	NaN	NaN	NaN	0.002796462852392212	NaN	NaN
2018-01-15	NaN	NaN	NaN	1.2432	0.7253	110.6215	6.4381	NaN	NaN	NaN	NaN	0.009421163702140412	NaN	NaN
2018-01-22	18.1912	898100.301	3.855	1.2477	0.7197	110.8424	6.4036	0.8177	NaN	NaN	NaN	-0.0017977528089888617	NaN	NaN
2018-01-24	17.9054	883994.5449	3.7944	1.2329	0.7058	109.3993	6.373	0.8071	NaN	NaN	NaN	0.015224238788060562	NaN	NaN
2018-01-29	17.2621	852231.2235	3.6581	1.2335	0.7104	108.8537	6.3319	0.8096	NaN	NaN	NaN	-0.006872598285545317	NaN	NaN
2018-02-13	16.89	833863.2964	3.5792	1.2604	0.7211	107.6948	6.3443	0.8089	NaN	NaN	NaN	0.002344399909249173	NaN	NaN
2018-02-19	NaN	NaN	NaN	1.2564	0.7139	106.5592	6.3444	NaN	NaN	NaN	NaN	-0.0040677464684564235	NaN	NaN
2018-02-23	18.037	890489.2815	3.8223	1.2695	0.715	106.7404	6.335	0.8131	NaN	NaN	NaN	-0.0003011141222524216	NaN	NaN
2018-02-28	18.3063	903783.1956	3.8794	1.2779	0.7239	107.0247	6.3276	0.8189	99.7	205607.0	101.6495	-0.005958666465530116	-0.017188755020080326	NaN
2018-03-07	17.9887	888104.4954	3.8121	1.2931	0.7209	105.8307	6.3207	0.8066	NaN	NaN	NaN	-0.0015021781583295368	NaN	NaN
2018-03-21	17.6023	869026.2065	3.7302	1.298	0.7114	106.2185	6.33	0.8151	NaN	NaN	NaN	0.007932875667429506	NaN	NaN
2018-03-29	17.2436	851317.9011	3.6542	1.2901	0.7101	106.4443	6.2875	0.8132	NaN	NaN	NaN	-0.006454033771106871	NaN	NaN
2018-04-09	16.4141	840605.1041	3.5471	1.2781	0.7078	107.0059	6.3139	0.8117	NaN	NaN	NaN	0.0006009615384614531	NaN	NaN
2018-04-16	16.971	869127.8412	3.6674	1.2608	0.699	107.3323	6.2834	0.8082	NaN	NaN	NaN	0.004242018307657913	NaN	NaN
2018-04-20	15.9961	814536.6694	3.4567	1.2639	0.7117	107.5717	6.2921	0.8142	NaN	NaN	NaN	-0.008749814622571517	NaN	NaN
2018-04-25	15.7963	804362.3337	3.4136	1.2888	0.7171	109.1752	6.3232	0.8212	NaN	NaN	NaN	-0.005418014899540968	NaN	NaN
2018-05-09	18.0849	920900.2557	3.9081	1.2879	0.7361	109.6389	6.3665	0.8437	NaN	NaN	NaN	0.005587019745905586	NaN	NaN
2018-05-10	18.3436	934072.8255	3.964	1.2773	0.7393	109.6313	6.3495	0.8406	NaN	NaN	NaN	0.0037293553542887548	NaN	NaN
2018-05-15	17.9961	916378.3287	3.8889	1.2836	0.7397	110.048	6.3625	0.8429	NaN	NaN	NaN	-0.0188650655352679	NaN	NaN
2018-05-18	17.9836	915739.3608	3.8862	1.2795	0.7412	110.9329	6.3787	0.8493	NaN	NaN	NaN	-0.0009305932531989969	NaN	NaN
2018-05-21	18.111	922227.3429	3.9138	1.2874	0.7453	111.268	6.3863	0.8498	NaN	NaN	NaN	7.762167197089553e-05	NaN	NaN
2018-05-22	18.0656	919917.2281	3.9039	1.2774	0.7435	110.8191	6.3687	0.8487	NaN	NaN	NaN	0.003647935423781279	NaN	NaN
2018-05-23	18.1815	925815.3937	3.929	1.2905	0.7512	109.848	6.3885	0.8552	NaN	NaN	NaN	-0.0031706751218002482	NaN	NaN
2018-06-05	18.6593	950145.3268	4.0322	1.2983	0.7485	109.7045	6.4043	0.8568	NaN	NaN	NaN	-0.002624469316866107	NaN	NaN
2018-06-14	18.417	937808.3304	3.9799	1.2977	0.7475	110.1023	6.3946	0.8596	NaN	NaN	NaN	0.005091806819935041	NaN	NaN
2018-06-18	18.2181	927683.1461	3.9369	1.3181	0.7548	110.4538	6.4393	0.8616	NaN	NaN	NaN	-0.002878705360616185	NaN	NaN
2018-06-19	17.9237	912691.9752	3.8733	1.3282	0.7603	109.9185	6.4821	0.8638	NaN	NaN	NaN	-0.004213483146067287	NaN	NaN
2018-06-22	17.8494	908907.319	3.8572	1.3272	0.7526	110.1477	6.498	0.8599	NaN	NaN	NaN	0.002369293950402751	NaN	NaN
2018-06-29	17.8678	909841.1952	3.8612	1.3246	0.76	110.6879	6.6195	0.8564	NaN	NaN	NaN	-0.0008788750399487677	NaN	NaN
2018-07-03	16.6745	890709.2946	3.663	1.3154	0.7574	110.6644	6.6422	0.8581	NaN	NaN	NaN	0.0032056419297963323	NaN	NaN
2018-07-09	17.2783	922963.1219	3.7957	1.3076	0.7494	110.4504	6.6135	0.8515	NaN	NaN	NaN	0.005336944400190946	NaN	NaN
2018-07-12	17.3191	925142.4345	3.8046	1.3183	0.7571	112.4807	6.6718	0.8553	NaN	NaN	NaN	-0.0043950775131852415	NaN	NaN
2018-07-17	17.3572	927176.4596	3.813	1.3157	0.7579	112.5908	6.6904	0.8573	NaN	NaN	NaN	-0.006687615824671589	NaN	NaN
2018-07-23	17.3563	924641.0334	3.8128	1.3133	0.7611	111.113	6.7863	0.8546	NaN	NaN	NaN	-0.0030924479166666297	NaN	NaN
2018-07-30	17.2176	917251.2467	3.7823	1.3048	0.7623	111.0835	6.8223	0.8534	NaN	NaN	NaN	-0.00016339869281045694	NaN	NaN
2018-08-02	18.8024	1001678.3531	4.1304	1.3036	0.7674	111.4143	6.845	0.8612	NaN	NaN	NaN	-0.0028712059064807116	NaN	NaN
2018-08-07	18.777	1000325.9739	4.1249	1.2969	0.7713	111.0843	6.8239	0.8623	NaN	NaN	NaN	0.002231958336777806	NaN	NaN
2018-08-16	19.34	1030319.8143	4.2485	1.3142	0.7871	110.8355	6.895	0.8781	NaN	NaN	NaN	-0.00135363790186116	NaN	NaN
2018-08-17	19.7262	1050895.2991	4.3334	1.3147	0.7864	110.3942	6.8844	0.8764	NaN	NaN	NaN	-0.001694340901389313	NaN	NaN
2018-08-21	19.4959	1038627.287	4.2828	1.3022	0.7802	110.4243	6.8465	0.867	NaN	NaN	NaN	0.005572441742654366	NaN	NaN
2018-08-22	19.4968	1038675.5863	4.283	1.3022	0.7742	110.2617	6.8414	0.8624	NaN	NaN	NaN	0.004785894206549068	NaN	NaN
2018-08-23	19.5367	1040800.7537	4.2918	1.3031	0.7762	110.8127	6.8782	0.8645	NaN	NaN	NaN	-0.003593214673685896	NaN	NaN
2018-08-24	19.5975	1044036.8042	4.3051	1.3068	0.7784	111.2962	6.8455	0.8602	NaN	NaN	NaN	0.004444817175444538	NaN	NaN
2018-08-29	20.2158	1076976.8995	4.4409	1.2944	0.7762	111.2607	6.829	0.8548	NaN	NaN	NaN	-0.006681514476614581	NaN	NaN
2018-09-04	20.7035	1102961.9014	4.5481	1.3176	0.7789	111.2264	6.8396	0.8646	NaN	NaN	NaN	-0.0076660278310138885	NaN	NaN
2018-09-11	20.2947	1081178.9351	4.4583	1.316	0.7696	111.3012	6.8688	0.8627	NaN	NaN	NaN	-0.005599197726892657	NaN	NaN
2018-09-21	19.7335	1051281.6932	4.335	1.2924	0.7603	112.6286	6.8461	0.8519	NaN	NaN	NaN	-0.00802714333002319	NaN	NaN
2018-09-24	20.0172	1066399.3615	4.3973	1.2937	0.7599	112.5966	6.8571	0.8494	NaN	NaN	NaN	0.003420372069742106	NaN	NaN
2018-09-25	20.1442	1073161.2579	4.4252	1.2959	0.7593	112.7452	6.8742	0.8496	NaN	NaN	NaN	-0.0007482540738276144	NaN	NaN
2018-10-09	19.1129	1078763.6738	4.2711	1.2996	0.7668	113.2051	6.9248	0.8709	NaN	NaN	NaN	-0.0011794439764112319	NaN	NaN
2018-10-12	18.7119	1056129.9405	4.1815	1.3007	0.7572	112.3121	6.9158	0.8651	NaN	NaN	NaN	0.011778367617783614	NaN	NaN
2018-10-22	18.5889	1049187.6609	4.154	1.3089	0.7693	112.7806	6.9428	0.8721	NaN	NaN	NaN	-0.004560631973287821	NaN	NaN
2018-11-02	17.4794	984575.177	3.906	1.31	0.7696	112.8931	6.8943	0.8789	NaN	NaN	NaN	0.0007309941520465824	NaN	NaN
2018-11-07	17.6874	996296.3101	3.9525	1.3075	0.7609	113.1888	6.9144	0.8727	NaN	NaN	NaN	-0.0012991230919129348	NaN	NaN
2018-11-12	16.358	921413.9297	3.6555	1.3203	0.7773	113.8038	6.9638	NaN	NaN	NaN	NaN	-0.004787848770018366	NaN	NaN
2018-11-15	16.1255	908316.6312	3.6035	1.3223	0.7817	113.3658	6.9392	0.8831	NaN	NaN	NaN	0.007147012382614504	NaN	NaN
2018-12-04	14.8854	838464.3726	3.3264	1.3175	0.7806	112.7881	6.8355	0.8814	NaN	NaN	NaN	0.008128098837681952	NaN	NaN
2018-12-06	14.7195	829115.9386	3.2893	1.3416	0.7835	112.8006	6.8927	0.8792	NaN	NaN	NaN	0.0054211505785255465	NaN	NaN
2018-12-07	14.1946	799552.109	3.172	1.3394	0.7834	112.8837	6.881	0.878	NaN	NaN	NaN	0.0005633349428617596	NaN	NaN
2018-12-10	14.2881	804819.5008	3.1929	1.332	0.7899	112.7265	6.9118	0.8797	NaN	NaN	NaN	0.0016890533258264728	NaN	NaN
2018-12-12	14.246	802446.8018	3.1835	1.337	0.7944	113.4056	6.8883	0.8801	NaN	NaN	NaN	0.0004015096763831938	NaN	NaN
2018-12-13	14.4019	811225.7881	3.2183	1.3361	0.7902	113.4993	6.8812	0.8804	NaN	NaN	NaN	-0.0024080911863862964	NaN	NaN
2018-12-26	13.2409	745834.2037	2.9589	NaN	NaN	NaN	NaN	0.8766	NaN	NaN	NaN	0.0	NaN	NaN
2017-03-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	243.892
2017-10-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	246.626
2017-12-25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN
2017-12-29	18.3946	860882.4869	3.877	1.254	0.7398	112.574	6.5075	0.8318	NaN	NaN	NaN	0.0	NaN	NaN
2018-01-08	17.9188	885985.8518	3.7973	1.2428	0.7384	113.0377	6.4993	0.8352	NaN	NaN	NaN	0.0021257212268448455	NaN	NaN
2018-02-02	16.4954	814379.0865	3.4956	1.2317	0.7033	109.8463	6.288	0.8035	NaN	NaN	NaN	-0.0076039958252572815	NaN	NaN
2018-02-06	16.7554	827216.3394	3.5507	1.2562	0.7209	109.4736	6.2816	0.8077	NaN	NaN	NaN	-0.001649670065986708	NaN	NaN
2018-02-07	16.3967	809508.034	3.4747	1.2518	0.7187	109.2884	6.2746	0.8143	NaN	NaN	NaN	-0.0050322968304040705	NaN	NaN
2018-02-08	15.9455	787233.117	3.3791	1.2571	0.7143	109.6229	6.3295	0.8171	NaN	NaN	NaN	-0.006944968672152219	NaN	NaN
2018-02-12	16.7225	825592.6552	3.5437	1.258	0.7225	108.6439	6.3283	0.8152	NaN	NaN	NaN	0.006240012175633636	NaN	NaN
2018-02-14	17.2014	849237.5558	3.6452	1.2575	0.7211	107.2238	6.3444	0.8067	NaN	NaN	NaN	0.008223932397766642	NaN	NaN
2018-02-20	17.6619	871969.134	3.7428	1.2604	0.7145	107.1718	6.3444	0.8098	NaN	NaN	NaN	-0.0049754938363284484	NaN	NaN
2018-02-22	17.7287	875267.2425	3.757	1.2699	0.7196	107.0951	6.3608	0.8113	NaN	NaN	NaN	-0.0015783540022547005	NaN	NaN
2018-02-26	18.3936	908096.1066	3.8979	1.2676	0.7128	106.8182	6.3087	0.8133	NaN	NaN	NaN	0.004141566265060348	NaN	NaN
2018-03-05	18.1727	897186.9787	3.8511	1.2931	0.7237	105.6472	6.3403	0.811	NaN	NaN	NaN	-0.0014368902669590344	NaN	NaN
2018-03-09	18.4974	913220.8597	3.9199	1.2894	0.7232	106.8343	6.3376	0.8113	NaN	NaN	NaN	-0.0003028009084028449	NaN	NaN
2018-03-15	18.3607	906472.4224	3.8909	1.2985	0.717	106.0692	6.3176	0.8116	NaN	NaN	NaN	-0.0036264732547597323	NaN	NaN
2018-03-20	18.0103	889170.0381	3.8166	1.3066	0.7145	106.4842	6.333	0.8149	NaN	NaN	NaN	-0.0010667479427004523	NaN	NaN
2018-03-23	16.9517	836907.7042	3.5923	1.2853	0.707	105.0867	6.3158	0.8091	NaN	NaN	NaN	0.01309058080048131	NaN	NaN
2018-03-27	17.3011	854159.3484	3.6664	1.2887	0.7106	105.8824	6.2807	0.8058	NaN	NaN	NaN	-0.00805974563738543	NaN	NaN
2018-03-28	17.11	844721.6842	3.6259	1.2884	0.7066	106.1462	6.289	0.8096	NaN	NaN	NaN	-0.006708907938874353	NaN	NaN
2018-03-31	16.195	NaN	3.4997	NaN	NaN	NaN	NaN	NaN	101.4	209937.0	102.298	NaN	-0.008172605426610025	NaN
2018-04-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	250.146
2018-04-03	16.2539	832399.256	3.5124	1.2852	0.7111	106.2398	6.2846	0.8156	NaN	NaN	NaN	0.007251302968502182	NaN	NaN
2018-04-06	16.2529	832349.8232	3.5122	1.2792	0.7135	107.3402	6.3052	0.8147	NaN	NaN	NaN	0.0026361376817052307	NaN	NaN
2018-04-10	16.723	856423.6065	3.6138	1.2657	0.7053	107.014	6.2892	0.8105	NaN	NaN	NaN	0.005255255255255165	NaN	NaN
2018-04-18	17.166	879113.2709	3.7095	1.257	0.7031	107.2167	6.2824	0.8077	NaN	NaN	NaN	0.007003949035094381	NaN	NaN
2018-04-30	15.9517	812275.7059	3.4471	1.2867	0.7282	109.3799	6.3394	0.8282	98.8	212096.0	103.4095	-0.006280741581536131	0.04647330257086346	NaN
2018-05-04	17.7442	903549.8185	3.8345	1.2875	0.7372	108.9231	6.3592	0.8371	NaN	NaN	NaN	-0.004334271158086711	NaN	NaN
2018-05-14	18.1612	924783.2147	3.9246	1.2764	0.7361	109.5012	6.3374	0.835	NaN	NaN	NaN	-0.003397765025672017	NaN	NaN
2018-05-17	18.0492	919081.6546	3.9004	1.2772	0.7399	110.6819	6.368	0.8476	NaN	NaN	NaN	-0.0013939440873538267	NaN	NaN
2018-05-30	18.0985	921588.375	3.911	1.2975	0.7522	108.9752	6.4196	0.8573	NaN	NaN	NaN	0.004013894249324634	NaN	NaN
2018-06-02	18.3629	935055.8531	3.9682	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2018-06-06	18.7239	953438.4692	4.0462	1.2877	0.7453	110.1317	6.3944	0.849	NaN	NaN	NaN	0.006191471248355285	NaN	NaN
2018-06-13	18.4073	937316.8166	3.9778	1.3017	0.7498	110.5321	6.4003	0.8486	NaN	NaN	NaN	-0.0019250019250018902	NaN	NaN
2018-06-15	18.2278	928174.6599	3.939	1.3128	0.753	110.6502	6.4214	0.8609	NaN	NaN	NaN	-0.013432606693276061	NaN	NaN
2018-06-30	16.7824	NaN	3.6867	NaN	NaN	NaN	NaN	NaN	98.2	212549.0	103.3045	NaN	-0.050785973397823425	NaN
2018-07-02	16.9701	906497.2041	3.7279	1.3182	0.7617	110.714	6.666	0.8618	NaN	NaN	NaN	-0.0021591363454618318	NaN	NaN
2018-07-05	16.8087	897876.8118	3.6925	1.313	0.7542	110.6243	6.6335	0.8549	NaN	NaN	NaN	-0.00015927371187385297	NaN	NaN
2018-07-10	17.2575	921849.251	3.7911	1.3132	0.7542	111.2439	6.6394	0.8527	NaN	NaN	NaN	-0.006417874970287563	NaN	NaN
2018-07-18	17.262	922091.3968	3.7921	1.3254	0.7675	112.7551	6.7214	0.8587	NaN	NaN	NaN	-0.00673264114211547	NaN	NaN
2018-07-19	17.3962	929258.914	3.8215	1.3247	0.7706	113.0307	6.7788	0.8618	NaN	NaN	NaN	-0.005634953042058077	NaN	NaN
2018-07-20	17.3563	924641.0334	3.8128	1.3233	0.7665	112.2022	6.7875	0.8541	NaN	NaN	NaN	0.009198423127463995	NaN	NaN
2018-08-03	18.8568	1004576.3087	4.1424	1.3018	0.7685	111.5809	6.8342	0.8623	NaN	NaN	NaN	0.0006581653640476137	NaN	NaN
2018-08-08	18.7897	1001002.1635	4.1277	1.308	0.7773	111.0708	6.8367	0.8622	NaN	NaN	NaN	-0.00230946882217109	NaN	NaN
2018-08-09	18.9374	1008874.9429	4.1601	1.3035	0.7758	111.136	6.819	0.8646	NaN	NaN	NaN	0.003968253968254176	NaN	NaN
2018-08-13	18.9365	1008826.6436	4.1599	1.3151	0.7834	110.5937	6.8874	0.8775	NaN	NaN	NaN	-0.01152832674571802	NaN	NaN
2018-08-27	19.7588	1052634.0724	4.3406	1.3051	0.7768	111.029	6.8251	0.8565	NaN	NaN	NaN	0.0	NaN	NaN
2018-09-06	20.2267	1077556.4906	4.4433	1.3184	0.7721	111.3547	6.8292	0.8603	NaN	NaN	NaN	0.007102866215425774	NaN	NaN
2018-09-10	19.7942	1054517.7436	4.3483	1.3195	0.7721	111.0881	6.8631	0.8618	NaN	NaN	NaN	-0.001918425223121356	NaN	NaN
2018-09-13	20.5267	1093543.5457	4.5093	1.3005	0.7659	111.6007	6.8453	0.8568	NaN	NaN	NaN	0.011876881900301228	NaN	NaN
2018-09-19	19.7978	1054710.9406	4.3491	1.2973	0.7612	112.2311	6.8555	0.8558	NaN	NaN	NaN	0.002582902849525004	NaN	NaN
2018-10-02	19.3159	1090223.1901	4.3164	1.2817	0.7714	113.8872	6.8688	0.865	NaN	NaN	NaN	0.012863628720363174	NaN	NaN
2018-10-03	19.551	1103489.601	4.369	1.2833	0.7698	113.8466	6.8688	0.8677	NaN	NaN	NaN	-0.0029052876234747504	NaN	NaN
2018-10-24	18.1205	1022749.9387	4.0493	1.3083	0.7747	112.714	6.9444	0.878	NaN	NaN	NaN	-0.004368932038835038	NaN	NaN
2018-10-25	18.5173	1045145.9228	4.138	1.3046	0.7755	112.3598	6.9443	0.8792	NaN	NaN	NaN	0.00016252234682267996	NaN	NaN
2018-10-26	18.2224	1026429.5874	4.0721	1.3148	0.7817	112.0582	6.9459	0.8781	NaN	NaN	NaN	0.0025186870328242073	NaN	NaN
2018-10-30	17.9697	1012193.3934	4.0156	1.3138	0.7839	112.8034	6.9647	0.88	NaN	NaN	NaN	-0.004387390315242046	NaN	NaN
2018-11-14	15.7372	886440.3464	3.5167	1.3223	0.7706	113.881	6.9532	0.884	NaN	NaN	NaN	0.000998253057149956	NaN	NaN
2018-11-16	16.3041	918376.8749	3.6434	1.3181	0.7787	113.1412	6.9504	0.877	NaN	NaN	NaN	0.008664081194817985	NaN	NaN
2018-11-22	NaN	NaN	NaN	1.3219	0.777	112.9527	6.9326	NaN	NaN	NaN	NaN	0.0008155941603458228	NaN	NaN
2018-11-23	14.5147	817584.6214	3.2435	1.323	0.7794	112.8171	6.9473	0.8825	NaN	NaN	NaN	-0.002770760329231403	NaN	NaN
2018-11-27	14.679	826838.1475	3.2803	1.3257	0.7834	113.577	6.9481	0.8864	NaN	NaN	NaN	-0.0017982671244074488	NaN	NaN
2018-11-28	15.2435	858632.3141	3.4064	1.3325	0.782	113.8515	6.9536	0.8861	NaN	NaN	NaN	-0.006469046839174708	NaN	NaN
2018-11-29	15.1264	852036.2109	3.3802	1.3276	0.7828	113.2783	6.9433	0.8786	NaN	NaN	NaN	0.010714580070880997	NaN	NaN
2018-12-28	13.1618	741373.5295	2.9412	1.3621	0.7881	110.3545	6.8778	0.8737	NaN	NaN	NaN	0.008675078864353258	NaN	NaN
2019-01-04	12.1924	701240.5928	2.7792	1.3442	0.7892	108.0417	6.8649	0.8764	NaN	NaN	NaN	-0.008213870592793437	NaN	NaN
2019-01-15	12.588	723990.9452	2.8693	1.3265	0.7793	108.5609	6.7603	0.8778	NaN	NaN	NaN	0.0012376237623763497	NaN	NaN
2019-01-24	12.5576	720023.256	2.8624	1.3367	0.7679	109.717	6.7931	0.8832	NaN	NaN	NaN	0.0030473511486170946	NaN	NaN
2019-01-30	13.5896	779200.02	3.0976	1.3222	0.7642	109.4409	6.7169	0.8758	NaN	NaN	NaN	0.0023707555827470195	NaN	NaN
2019-01-31	13.6875	784811.2032	3.12	1.3152	0.7623	108.6438	6.7035	0.8731	91.2	210243.0	103.3023	0.009613183794918712	0.0077682133109384655	NaN
2019-02-01	13.6941	785188.4256	3.1215	1.3142	0.7662	108.892	6.7354	0.8715	NaN	NaN	NaN	-0.003476158089624315	NaN	253.135
2019-02-12	14.0535	805794.1992	3.2034	1.3252	0.7764	110.3931	6.7703	0.8837	NaN	NaN	NaN	0.0027556644213104775	NaN	NaN
2019-02-15	14.0148	803578.0176	3.1946	1.3285	0.781	110.524	6.7705	0.8875	NaN	NaN	NaN	0.0038886770873045595	NaN	NaN
2019-02-19	14.0567	805982.8104	3.2041	1.3247	0.772	110.7579	6.7662	0.8828	NaN	NaN	NaN	0.00656356092040733	NaN	NaN
2019-02-20	14.1472	811169.6184	3.2247	1.3186	0.7666	110.7477	6.7223	NaN	NaN	NaN	NaN	0.007195323040023904	NaN	NaN
2019-02-27	14.3808	824561.0136	3.278	1.3141	0.7509	110.5744	6.6813	0.8795	NaN	NaN	NaN	-0.0016602520564484857	NaN	NaN
2019-03-01	14.389	825032.5416	3.2799	1.3152	0.7552	111.8774	6.7058	0.879	NaN	NaN	NaN	-0.00545785324439052	NaN	254.273
2019-03-11	14.7122	843563.592	3.3535	1.3423	0.767	111.0904	6.7247	0.8908	NaN	NaN	NaN	-0.0030845157310301907	NaN	NaN
2019-03-14	15.1094	866338.3944	3.4441	1.3346	0.7546	111.6335	6.7272	0.8846	NaN	NaN	NaN	-0.008722264728385665	NaN	NaN
2019-03-15	15.3059	877607.9136	3.4889	1.3369	0.7554	111.567	6.714	0.8829	NaN	NaN	NaN	0.0060975609756097615	NaN	NaN
2019-03-18	15.4622	886566.9456	3.5245	1.3335	0.7548	111.4988	6.713	0.8821	NaN	NaN	NaN	0.001611047180667402	NaN	NaN
2019-03-22	15.7113	900854.244	3.5813	1.3409	0.76	110.246	6.7128	0.8864	NaN	NaN	NaN	0.0012981062919976694	NaN	NaN
2019-03-25	15.5214	889961.9472	3.538	1.3425	0.7562	110.0662	6.7121	0.8831	NaN	NaN	NaN	0.00632959658354304	NaN	NaN
2019-03-27	15.4992	888688.8216	3.5329	1.341	0.7559	110.4875	6.7249	0.8889	NaN	NaN	NaN	-0.005014054546835789	NaN	NaN
2019-03-28	15.5197	889867.6416	3.5376	1.343	0.7627	110.6793	6.7387	0.89	NaN	NaN	NaN	-0.011071237688020208	NaN	NaN
2019-04-09	16.7788	919153.158	3.7139	1.3287	0.7656	111.2973	6.7117	0.8867	NaN	NaN	NaN	0.002307692307692344	NaN	NaN
2019-04-10	16.873	924313.3161	3.7347	1.3327	0.7632	111.1623	6.7167	0.8876	NaN	NaN	NaN	0.0019186492709133418	NaN	NaN
2019-04-15	16.7561	917909.1913	3.7088	1.3312	0.7629	111.9597	6.7062	0.8846	NaN	NaN	NaN	-0.006644518272425182	NaN	NaN
2019-04-23	17.45	954631.041	3.8624	1.339	0.7688	111.8897	6.7192	0.8918	NaN	NaN	NaN	-0.004860076820569104	NaN	NaN
2019-04-25	17.2649	944508.676	3.8215	1.3506	0.7771	111.8853	6.747	0.8977	NaN	NaN	NaN	0.007155775733270309	NaN	NaN
2019-06-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	255.361
2019-06-04	15.1085	826537.113	3.3442	1.3439	0.7892	108.1644	6.9091	0.89	NaN	NaN	NaN	0.005466555310910337	NaN	NaN
2019-06-07	15.9924	874894.4112	3.5398	1.336	0.7866	108.4627	6.9097	0.8831	NaN	NaN	NaN	0.0038936727817298067	NaN	NaN
2019-06-10	16.1968	886075.0235	3.585	1.3277	0.7897	108.6453	6.9343	0.8841	NaN	NaN	NaN	-0.009025136122920996	NaN	NaN
2019-06-11	16.3844	896335.4208	3.6266	1.3253	0.787	108.7367	6.9119	0.8837	NaN	NaN	NaN	-0.003236489537859377	NaN	NaN
2019-06-12	16.3322	893482.7542	3.615	1.3299	0.7843	108.3812	6.9192	0.8842	NaN	NaN	NaN	0.006116438873367214	NaN	NaN
2019-06-14	16.2103	886811.1955	3.588	1.3332	0.7909	108.2113	6.9238	0.8915	NaN	NaN	NaN	0.011527808967737085	NaN	NaN
2019-06-18	16.6905	913083.3337	3.6943	1.3423	0.7992	108.2328	6.9264	0.8932	NaN	NaN	NaN	7.455453664362288e-05	NaN	NaN
2019-06-24	16.7014	913681.4735	3.6967	1.3191	0.7843	107.2933	6.8768	0.8777	NaN	NaN	NaN	0.006083595762954586	NaN	NaN
2019-07-08	17.052	906369.6279	3.6529	1.3056	0.7992	108.6045	6.8812	0.8922	NaN	NaN	NaN	0.008209116439835684	NaN	NaN
2019-07-19	17.2711	915540.6762	3.6999	1.3055	0.7985	107.7231	6.8784	0.8913	NaN	NaN	NaN	0.01566137566137571	NaN	NaN
2019-07-25	17.6488	935560.6436	3.7808	1.3127	0.8004	108.0972	6.873	0.8964	NaN	NaN	NaN	-0.007638402242466813	NaN	NaN
2019-07-31	18.162	962766.1072	3.8907	1.3149	0.8217	108.5463	6.8822	0.8985	98.4	211469.0	102.0568	0.0011922294691071311	0.039197644460802206	NaN
2019-08-05	16.4825	873738.2612	3.5309	1.3213	0.8217	106.0723	7.0385	0.8931	NaN	NaN	NaN	0.01629907060618674	NaN	NaN
2019-08-09	17.1347	908309.9882	3.6707	1.3213	0.8289	105.8314	7.0583	0.8911	NaN	NaN	NaN	0.0012702232918839762	NaN	NaN
2019-08-26	17.6036	933165.4782	3.7711	1.3303	0.8169	105.8564	7.1455	0.8999	NaN	NaN	NaN	0.0	NaN	NaN
2019-08-31	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89.8	210474.0	102.6882	NaN	-0.050292190543651416	NaN
2019-09-02	NaN	NaN	NaN	1.3341	0.828	106.364	7.1715	NaN	NaN	NaN	NaN	-0.0015702695629417063	NaN	NaN
2019-09-03	17.5362	929595.326	3.7567	1.3374	0.831	106.1077	7.1787	0.9117	NaN	NaN	NaN	0.0077981651376146655	NaN	NaN
2019-09-04	17.8338	945367.2642	3.8204	1.3323	0.8192	106.2171	7.1527	0.907	NaN	NaN	NaN	0.0053319461603484886	NaN	NaN
2019-09-05	18.1824	963850.7104	3.8951	1.3205	0.8101	106.6829	7.1438	0.906	NaN	NaN	NaN	-0.01099540780027164	NaN	NaN
2019-09-18	18.9915	1006737.7286	4.0684	1.325	0.8027	108.1516	7.0885	0.9041	NaN	NaN	NaN	0.0009320284934426493	NaN	NaN
2019-09-19	18.8372	998558.0128	4.0354	1.327	0.8018	107.9425	7.0948	0.9053	NaN	NaN	NaN	-0.0018623212504156328	NaN	NaN
2019-09-23	18.6462	988435.0496	3.9945	1.3278	0.8042	107.4829	7.126	0.9098	NaN	NaN	NaN	0.01344963046807357	NaN	NaN
2019-09-27	18.6547	988886.9676	3.9963	1.3254	0.8119	108.1024	7.1282	0.9139	NaN	NaN	NaN	-0.01095326606479019	NaN	NaN
2019-10-03	18.6346	981155.3735	3.9457	1.3338	0.8108	106.9948	7.1484	0.9098	NaN	NaN	NaN	0.01641431059895493	NaN	NaN
