Date	pe_ratio	market_cap	ps_ratio	usd_can	usd_gbp	usd_japan	usd_china	usd_euro	csi	usd_exports	industrial_production	gold	oil	cpi
2022-09-16	24.868	2421862.3264	6.3987	1.3287	0.878	143.1887	7.011	0.9987	NaN	NaN	NaN	-0.014445562725711847	NaN	NaN
2022-09-20	25.8911	2521500.9888	6.662	1.3287	0.8752	143.541	7.0128	1.0006	NaN	NaN	NaN	-0.00030035441821352205	NaN	NaN
2022-09-21	25.3663	2470395.9974	6.5269	1.3388	0.8816	144.0137	7.0484	1.0122	NaN	NaN	NaN	0.004566758803028481	NaN	NaN
2022-09-28	24.7261	2388962.802	6.3622	1.3755	0.9437	144.6837	7.2346	1.033	NaN	NaN	NaN	0.010952701462399794	NaN	NaN
2022-10-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	298.062
2022-10-10	22.982	2238775.7385	5.8136	1.3728	0.9047	145.5708	7.1511	NaN	NaN	NaN	NaN	-0.011555241127225613	NaN	NaN
2022-10-20	23.4681	2281065.04	5.9366	1.372	0.8894	149.8216	7.2223	1.018	NaN	NaN	NaN	0.0022062879205735353	NaN	NaN
2022-10-21	24.1031	2342788.5379	6.0972	1.3839	0.9016	151.6855	7.246	1.0147	NaN	NaN	NaN	0.004892068733565624	NaN	NaN
2022-10-24	24.4599	2377468.2351	6.1875	1.3706	0.8839	148.9798	7.2626	1.0128	NaN	NaN	NaN	0.003590336517982129	NaN	NaN
2022-11-02	23.7365	2307154.3535	6.0045	1.3595	0.869	147.1034	7.2826	1.0127	NaN	NaN	NaN	0.002613505135841354	NaN	NaN
2022-11-04	22.6481	2201365.3688	5.7292	1.3524	0.8861	147.0725	7.1813	1.0106	NaN	NaN	NaN	0.027996070726915567	NaN	NaN
2022-11-14	24.2684	2358855.737	6.139	1.3282	0.8481	140.3818	7.0652	0.9674	NaN	NaN	NaN	0.005399568034557323	NaN	NaN
2022-11-17	24.6678	2397671.545	6.2401	1.3393	0.8477	140.3237	7.1576	0.967	NaN	NaN	NaN	-0.008121827411167515	NaN	NaN
2022-11-21	24.2242	2354560.5452	6.1279	1.3439	0.8471	141.8407	7.1656	0.9768	NaN	NaN	NaN	-0.006394153916419176	NaN	NaN
2022-11-23	24.725	2403239.3863	6.2545	1.342	0.8365	141.1622	7.1653	0.9649	NaN	NaN	NaN	-0.0016064257028112205	NaN	NaN
2022-11-29	23.1047	2245749.0181	5.8447	1.3511	0.8317	138.2983	7.1666	0.9656	NaN	NaN	NaN	0.0034924997137295577	NaN	NaN
2022-12-07	23.0671	2242090.1509	5.8351	1.3664	0.8207	137.183	6.9784	0.9519	NaN	NaN	NaN	0.0047355958958168465	NaN	NaN
2022-12-13	23.8085	2314153.9255	6.0227	1.36	0.8132	137.3637	6.9831	0.9407	NaN	NaN	NaN	0.02070972797492443	NaN	NaN
